,release_date,tmdb_id,name,countries,box_office_revenue,genres,composers
6119,1979,37598.0,Butch and Sundance: The Early Days,['United States of America'],5136913.0,"['Action/Adventure', 'Crime Fiction', 'Western', 'Buddy film', 'Comedy Western']","[Composer(id=7422, name='Patrick Williams', birthday='1939-08-23', gender=2, homepage=None, place_of_birth='Bonne Terre, Missouri, USA', date_first_appearance='1969-11-11')]"
6120,1991,88818.0,The Object of Beauty,"['United States of America', 'United Kingdom']",5136192.0,"['Crime Fiction', 'Drama', 'Comedy of manners', 'Crime Comedy', 'Comedy']","[Composer(id=21513, name='Tom Bähler', birthday='1943-06-01', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1967-12-19')]"
6121,2010,27585.0,Rabbit Hole,['United States of America'],5129058.0,"['Drama', 'Indie']",
6122,1985,42040.0,King David,"['United States of America', 'United Kingdom']",5111099.0,"['Biography', 'Adventure', 'Costume drama', 'Biopic [feature]', 'Epic', 'Hagiography', 'Period piece', 'Drama', 'War film', 'Action']","[Composer(id=24717, name='Carl Davis', birthday='1936-10-28', gender=2, homepage='https://carldaviscollection.com', place_of_birth='Brooklyn, New York City, New York, USA', date_first_appearance='1971-11-01')]"
6123,2009,55334.0,Samayou Yaiba,[],5111040.0,"['Thriller', 'Drama']",
6124,1978,72412.0,Brass Target,['United States of America'],5111000.0,"['Thriller', 'Adventure', 'Mystery', 'Drama', 'War film', 'Action']",
6125,2011,75004.0,Poongsan,['South Korea'],5110929.0,"['Romance Film', 'Action', 'Drama']","[Composer(id=1162597, name='Park In-young', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2011-06-23')]"
6126,1996,29621.0,Solo,"['United States of America', 'Mexico']",5107669.0,"['Thriller', 'Action/Adventure', 'Science Fiction', 'Action']",
6127,2009,21191.0,Sin Nombre,"['Mexico', 'United States of America']",5101756.0,"['Crime Fiction', 'Thriller', 'Drama', 'Adventure']","[Composer(id=55177, name='Marcelo Zarvos', birthday='1969-01-01', gender=2, homepage='http://zarvos.com/', place_of_birth='São Paulo, São Paulo, Brazil', date_first_appearance='2001-11-01')]"
6128,2006,59267.0,Jaanemann,['India'],5100000.0,"['World cinema', 'Musical', 'Drama', 'Romantic drama', 'Romance Film', 'Bollywood']","[Composer(id=37241, name='Anu Malik', birthday='1960-11-02', gender=2, homepage=None, place_of_birth='Mumbai, Maharashtra, India', date_first_appearance='1984-04-13')]"
6129,2010,37822.0,Badmaash Company,['India'],5100000.0,"['Crime Thriller', 'Drama', 'Comedy', 'Workplace Comedy']","[Composer(id=71273, name='Pritam Chakraborty', birthday='1971-06-14', gender=2, homepage=None, place_of_birth='Kolkata, West Bengal, India', date_first_appearance='2003-05-16')]"
6130,2008,10183.0,Frozen River,['United States of America'],5100000.0,"['Crime Fiction', 'Crime Thriller', 'Drama', 'Thriller', 'Indie']","[Composer(id=937954, name='Peter Golub', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2002-01-01'), Composer(id=1193635, name='Shahzad Ismaily', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2008-03-26')]"
6131,1953,759.0,Gentlemen Prefer Blondes,['United States of America'],5100000.0,"['Musical', 'Drama', 'Romance Film', 'Comedy']",
6132,1986,46743.0,Out of Bounds,['United States of America'],5099316.0,"['Thriller', 'Crime Fiction', 'Action', 'Drama']","[Composer(id=2987, name='Stewart Copeland', birthday='1952-07-16', gender=2, homepage='http://www.stewartcopeland.net', place_of_birth='Alexandria, Virginia, USA', date_first_appearance='1983-10-09')]"
6133,2007,30112.0,Lost in Beijing,"['Hong Kong', 'China']",5095696.0,"['Melodrama', 'World cinema', 'Chinese Movies', 'Drama', 'Romantic drama', 'Black comedy', 'Romance Film', 'Domestic Comedy']",
6134,1995,36278.0,Top Dog,['United States of America'],5093707.0,"['Action/Adventure', 'Crime Fiction', 'Action', 'Thriller', 'Comedy']","[Composer(id=9204, name='George S. Clinton', birthday='1947-06-17', gender=2, homepage='http://www.georgesclinton.com/', place_of_birth='Chattanooga, Tennessee, USA', date_first_appearance='1970-04-10')]"
6135,1942,53779.0,Kings Row,['United States of America'],5093000.0,"['Americana', 'Family Drama', 'Black-and-white', 'Melodrama', 'Drama', 'Romantic drama', 'Romance Film']","[Composer(id=67429, name='Erich Wolfgang Korngold', birthday='1897-05-29', gender=2, homepage=None, place_of_birth='Brno, Czech Republic', date_first_appearance='1935-12-26')]"
6136,1993,41651.0,Ghost in the Machine,['United States of America'],5086909.0,"['Thriller', 'Science Fiction', 'Action', 'Horror', 'Supernatural']",
6137,1946,25736.0,The Postman Always Rings Twice,['United States of America'],5086000.0,"['Thriller', 'Crime Fiction', 'Black-and-white', 'Mystery', 'Drama', 'Film adaptation', 'Crime Thriller', 'Romance Film', 'Film noir']","[Composer(id=34229, name='George Bassman', birthday='1914-02-07', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1939-10-10')]"
6138,2005,38054.0,Princess Aurora,['South Korea'],5081114.0,"['Crime Fiction', 'Mystery', 'Drama']","[Composer(id=2370768, name='Jung Jae-hyung', birthday='1970-01-12', gender=2, homepage='https://antenna.co.kr/JungJaeHyung', place_of_birth='Seoul, South Korea', date_first_appearance='2002-10-25')]"
6139,1990,379.0,Miller's Crossing,['United States of America'],5080409.0,"['Thriller', 'Crime Fiction', 'Drama', 'Gangster Film', 'Crime Thriller']","[Composer(id=1225, name='Carter Burwell', birthday='1955-11-18', gender=2, homepage='http://www.carterburwell.com/main/carter_burwell.shtml', place_of_birth='New York City, New York, USA', date_first_appearance='1984-09-07')]"
6140,1998,9466.0,Celebrity,['United States of America'],5078660.0,"['Parody', 'Indie', 'Comedy-drama', 'Black-and-white', 'Drama', 'Comedy']",
6141,2009,50722.0,Vision - From the Life of Hildegard von Bingen,['Germany'],5078060.0,"['Period piece', 'Drama', 'Art film', 'World cinema']","[Composer(id=45718, name='Christian Heyne', birthday='1960-12-18', gender=2, homepage=None, place_of_birth='Munich, West Germany', date_first_appearance='1999-11-13'), Composer(id=2031374, name='Hildegard von Bingen', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2009-09-24')]"
6142,1943,22613.0,The Outlaw,"['United States of America', 'United Kingdom']",5075000.0,"['Action/Adventure', 'Western', 'Action', 'Biopic [feature]']","[Composer(id=26026, name='Victor Young', birthday='1900-08-08', gender=2, homepage=None, place_of_birth='Chicago, Illinois, USA', date_first_appearance='1935-01-01')]"
6143,2005,16608.0,The Proposition,"['Australia', 'New Zealand', 'United Kingdom']",5048693.0,"['Crime Fiction', 'World cinema', 'Costume drama', 'Period piece', 'Psychological thriller', 'Action/Adventure', 'Western', 'Drama']","[Composer(id=39516, name='Nick Cave', birthday='1957-09-22', gender=2, homepage='http://www.nickcave.com/', place_of_birth='Warracknabeal, Victoria, Australia', date_first_appearance='1988-08-01'), Composer(id=39517, name='Warren Ellis', birthday='1965-02-14', gender=2, homepage='https://agencegloria.com/warren-ellis/', place_of_birth='Ballarat, Victoria, Australia', date_first_appearance='1999-04-22')]"
6144,1994,20156.0,Exotica,['Canada'],5046118.0,"['LGBT', 'Ensemble Film', 'Erotic Drama', 'Indie', 'Mystery', 'Drama', 'Romance Film', 'Erotica']","[Composer(id=5359, name='Mychael Danna', birthday='1958-09-20', gender=2, homepage=None, place_of_birth='Winnipeg, Canada', date_first_appearance='1987-09-09')]"
6145,2009,37963.0,Phobia 2,['Thailand'],5030049.0,"['Horror', 'World cinema']","[Composer(id=552419, name='Chatchai Pongprapaphan', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1999-07-23'), Composer(id=1132439, name='Terdsak Janpan', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2006-11-23')]"
6146,2009,36691.0,Solitary Man,['United States of America'],5024782.0,"['Comedy-drama', 'Romance Film', 'Drama', 'Comedy']",
6147,1984,52471.0,American Dreamer,['United States of America'],5021751.0,"['Crime Fiction', 'Romantic comedy', 'Adventure', 'Comedy film', 'Action/Adventure', 'Thriller', 'Comedy', 'Romance Film', 'Action']","[Composer(id=1179688, name='Lewis Furey', birthday='1949-06-07', gender=2, homepage='http://www.lewisfurey.com/', place_of_birth='Montreal, Quebec, Canada', date_first_appearance='1978-12-01')]"
6148,2009,26123.0,American Pie Presents: The Book of Love,"['United States of America', 'Canada']",5021219.0,"['Sex comedy', 'Coming of age', 'Comedy', 'Teen']","[Composer(id=21587, name='David Lawrence', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1994-09-23')]"
6149,1931,901.0,City Lights,['United States of America'],5019181.0,"['Romantic comedy', 'Silent film', 'Black-and-white', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']","[Composer(id=13848, name='Charlie Chaplin', birthday='1889-04-16', gender=2, homepage=None, place_of_birth='Walworth, London, England, UK', date_first_appearance='1918-04-14')]"
6150,1992,10995.0,The Lover,"['France', 'Vietnam', 'United Kingdom']",5013090.0,"['Erotica', 'World cinema', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']","[Composer(id=5488, name='Gabriel Yared', birthday='1949-10-07', gender=2, homepage='https://www.gabrielyared.com', place_of_birth='Beirut, Lebanon', date_first_appearance='1980-09-08')]"
6151,1980,16026.0,Sällskapsresan,['Sweden'],5010362.0,['Comedy'],"[Composer(id=123270, name='Bengt Palmers', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1980-08-22')]"
6152,1996,36915.0,Heaven's Prisoners,['United States of America'],5009305.0,"['Crime Fiction', 'Thriller', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Film adaptation', 'Crime Thriller', 'Slasher']","[Composer(id=1528, name='George Fenton', birthday='1949-10-19', gender=2, homepage=None, place_of_birth='Bromley, Kent, England, UK', date_first_appearance='1978-01-11')]"
6153,1990,32924.0,Catchfire,['United States of America'],5008276.0,['Drama'],"[Composer(id=63906, name='Curt Sobel', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1984-12-21')]"
6154,2001,9683.0,Bubble Boy,['United States of America'],5007898.0,"['Romantic comedy', 'Adventure', 'Road movie', 'Gross-out film', 'Drama', 'Comedy', 'Gross out', 'Romance Film', 'Teen']","[Composer(id=9039, name='John Ottman', birthday='1964-07-06', gender=2, homepage='http://www.johnottman.com/', place_of_birth='San Diego, California, USA', date_first_appearance='1993-01-21')]"
6155,2010,44613.0,Lafangey Parindey,['India'],5000000.0,"['Romantic drama', 'Romance Film', 'Drama', 'World cinema']","[Composer(id=1550598, name='R. Anandh', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2010-08-20')]"
6156,2010,49679.0,Action Replayy,['India'],5000000.0,"['Romantic comedy', 'Science Fiction', 'World cinema', 'Musical', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film', 'Bollywood']",
6157,1967,4932.0,A Guide for the Married Man,['United States of America'],5000000.0,"['Romantic comedy', 'Sex comedy', 'Romance Film', 'Comedy', 'Domestic Comedy']","[Composer(id=491, name='John Williams', birthday='1932-02-08', gender=2, homepage='http://www.johnwilliams.org', place_of_birth='Queens, New York, USA', date_first_appearance='1958-03-01')]"
6158,1940,55604.0,Boom Town,['United States of America'],5000000.0,"['Buddy film', 'Adventure', 'Comedy-drama', 'Action/Adventure', 'Drama', 'Comedy', 'Romance Film', 'Action']","[Composer(id=8619, name='Franz Waxman', birthday='1906-12-24', gender=2, homepage=None, place_of_birth='Königshütte, Upper Silesia, Germany [now Chorzów, Slaskie, Poland]', date_first_appearance='1930-12-15')]"
6159,2001,26446.0,XChange,['Canada'],5000000.0,"['Thriller', 'Action/Adventure', 'Science Fiction', 'Action']",
6160,1948,19542.0,The Red Shoes,['United Kingdom'],5000000.0,"['Dance', 'Roadshow theatrical release', 'Musical', 'Drama', 'Romantic drama', 'Music', 'Romance Film']",
6161,1990,9322.0,Nikita,"['France', 'Italy']",5000000.0,"['Thriller', 'Conspiracy fiction', 'World cinema', 'Heist', 'Action/Adventure', 'Crime Thriller', 'Action', 'Spy']","[Composer(id=996, name='Éric Serra', birthday='1959-09-09', gender=2, homepage=None, place_of_birth='Saint-Mandé, Val-de-Marne, France', date_first_appearance='1985-04-10')]"
6162,1950,25392.0,Destination Moon,['United States of America'],5000000.0,"['Science Fiction', 'Adventure']","[Composer(id=40460, name='Leith Stevens', birthday='1909-09-13', gender=2, homepage=None, place_of_birth='Mount Moriah, Missouri, USA', date_first_appearance='1948-01-20')]"
6163,1972,32061.0,The Doberman Gang,['United States of America'],5000000.0,"['Crime Fiction', 'Caper story']","[Composer(id=37, name='Alan Silvestri', birthday='1950-03-26', gender=2, homepage='https://www.alansilvestri.com', place_of_birth='New York City, New York, USA', date_first_appearance='1972-05-26'), Composer(id=1674962, name='Bradford Craig', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1972-05-26')]"
6164,2006,69520.0,Pudhupettai,['India'],5000000.0,['Gangster Film'],"[Composer(id=223157, name='Yuvan Shankar Raja', birthday='1979-08-31', gender=2, homepage=None, place_of_birth='Chennai, Tamil Nadu, India', date_first_appearance='1997-02-27')]"
6165,1997,18329.0,Happy Together,['Hong Kong'],5000000.0,"['LGBT', 'Art film', 'World cinema', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film', 'Chinese Movies']","[Composer(id=1311734, name='Danny Chung Ting-Yat', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1985-10-19')]"
6166,1990,20815.0,The Handmaid's Tale,"['United States of America', 'Germany']",5000000.0,"['Science Fiction', 'Indie', 'Drama', 'Film adaptation', 'Feminist Film', 'Dystopia']","[Composer(id=11382, name='Ryuichi Sakamoto', birthday='1952-01-17', gender=2, homepage='https://www.sitesakamoto.com/home', place_of_birth='Tokyo, Japan', date_first_appearance='1983-04-15')]"
6167,1974,32044.0,California Split,['United States of America'],5000000.0,"['Buddy film', 'Indie', 'Comedy-drama', 'Addiction Drama', 'Drama', 'Comedy', 'Black comedy']",
6168,1970,23330.0,The Ballad of Cable Hogue,['United States of America'],5000000.0,"['Indie', 'Action/Adventure', 'Revisionist Western', 'Western', 'Comedy', 'Action', 'Comedy Western']","[Composer(id=1760, name='Jerry Goldsmith', birthday='1929-02-10', gender=2, homepage=None, place_of_birth='Pasadena, California, USA', date_first_appearance='1954-10-21')]"
6169,1975,22094.0,Hard Times,['United States of America'],5000000.0,"['Crime Fiction', 'Sports', 'Drama']","[Composer(id=29707, name='Barry De Vorzon', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1973-07-20')]"
6170,1955,43321.0,Pete Kelly's Blues,['United States of America'],5000000.0,"['Crime Fiction', 'Period piece', 'Drama', 'Musical', 'Musical Drama']",
6171,1965,18645.0,Tickle Me,['United States of America'],5000000.0,"['Romantic comedy', 'Musical', 'Musical comedy', 'Western', 'Comedy', 'Romance Film']","[Composer(id=3375, name='Walter Scharf', birthday='1910-08-01', gender=2, homepage=None, place_of_birth='Manhattan, New York City, New York, USA', date_first_appearance='1939-04-28')]"
6172,1979,233.0,The Wanderers,['United States of America'],5000000.0,"['Crime Fiction', 'Action/Adventure', 'Action', 'Coming of age', 'Drama']",
6173,1960,6523.0,North to Alaska,['United States of America'],5000000.0,"['Adventure', 'Action/Adventure', 'Western', 'Adventure Comedy', 'Comedy', 'Romance Film', 'Action']","[Composer(id=11441, name='Lionel Newman', birthday='1916-01-04', gender=2, homepage=None, place_of_birth='New Haven, Connecticut, USA', date_first_appearance='1950-11-01')]"
6174,2006,66669.0,30 Days,['Nigeria'],5000000.0,"['Thriller', 'Romance Film', 'Action', 'Drama']",
6175,1979,28942.0,The Brood,['Canada'],5000000.0,"['Cult', 'Science Fiction', 'Horror', 'Psychological thriller', 'Indie']","[Composer(id=117, name='Howard Shore', birthday='1946-10-18', gender=2, homepage='http://www.howardshore.com/', place_of_birth='Toronto, Ontario, Canada', date_first_appearance='1978-09-08')]"
6176,1958,29393.0,Macabre,['United States of America'],5000000.0,['Horror'],"[Composer(id=99452, name='Les Baxter', birthday='1922-03-14', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1955-03-01')]"
6177,1948,34233.0,Adventures of Don Juan,['United States of America'],5000000.0,"['Swashbuckler films', 'Adventure', 'Costume drama', 'Costume Adventure', 'Action/Adventure', 'Romance Film', 'Action']",
6178,1975,13282.0,Death Race 2000,['United States of America'],5000000.0,"['Cult', 'Science Fiction', 'Indie', 'Sports', 'Action/Adventure', 'Satire', 'Action', 'Dystopia']","[Composer(id=124008, name='Paul Chihara', birthday='1938-07-09', gender=2, homepage=None, place_of_birth='Seattle, Washington, USA', date_first_appearance='1975-04-30')]"
6179,1982,3526.0,Frances,['United States of America'],5000000.0,"['Drama', 'Period piece', 'Indie', 'Biographical film', 'Biopic [feature]']","[Composer(id=2289, name='John Barry', birthday='1933-11-03', gender=2, homepage=None, place_of_birth='York, North Yorkshire, England, UK', date_first_appearance='1960-06-02')]"
6180,1980,21970.0,The Watcher in the Woods,"['United States of America', 'United Kingdom']",5000000.0,"['Thriller', 'Science Fiction', 'Horror', 'Supernatural', 'Mystery', 'Fantasy', 'Suspense', 'Family Film', 'Haunted House Film']",
6181,1960,18639.0,Flaming Star,['United States of America'],5000000.0,"['Action/Adventure', 'Western', 'Drama', 'Indian Western']","[Composer(id=14647, name='Cyril J. Mockridge', birthday='1896-08-06', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1935-12-27'), Composer(id=103356, name='Irving Gertz', birthday='1915-05-19', gender=0, homepage=None, place_of_birth='Providence, Rhode Island, USA', date_first_appearance='1947-09-04')]"
6182,1954,16563.0,Seven Brides for Seven Brothers,['United States of America'],5000000.0,"['Musical', 'Americana', 'Drama', 'Comedy', 'Adventure']","[Composer(id=2083691, name='Gene de Paul', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1954-07-22')]"
6183,1928,207143.0,The Singing Fool,['United States of America'],5000000.0,"['Musical', 'Melodrama', 'Drama', 'Musical Drama', 'Black-and-white']","[Composer(id=14283, name='Louis Silvers', birthday='1889-09-06', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1920-09-03'), Composer(id=1467481, name='Shelton Brooks', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1928-09-19'), Composer(id=1619576, name='Jules Buffano', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='1928-09-19')]"
6184,1971,117213.0,Preacherman,['United States of America'],5000000.0,"['Drama', 'Comedy']",
6185,1955,220.0,East of Eden,['United States of America'],5000000.0,"['Family Drama', 'Drama', 'Film adaptation']","[Composer(id=2027, name='Leonard Rosenman', birthday='1924-09-07', gender=2, homepage=None, place_of_birth='Brooklyn, New York, USA', date_first_appearance='1955-04-10')]"
6186,1953,35073.0,"The Beast from 20,000 Fathoms",['United States of America'],5000000.0,"['Science Fiction', 'Horror', 'Stop motion', 'Creature Film', 'Cult', 'Fantasy', 'Monster']","[Composer(id=17667, name='David Buttolph', birthday='1902-08-03', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1933-12-22')]"
6187,1944,996.0,Double Indemnity,['United States of America'],5000000.0,"['Thriller', 'Crime Fiction', 'Drama', 'Film noir']","[Composer(id=7647, name='Miklós Rózsa', birthday='1907-04-18', gender=2, homepage=None, place_of_birth='Budapest, Austria-Hungary [now Hungary]', date_first_appearance='1937-04-22')]"
6188,1950,599.0,Sunset Boulevard,['United States of America'],5000000.0,"['Drama', 'Film noir']","[Composer(id=8619, name='Franz Waxman', birthday='1906-12-24', gender=2, homepage=None, place_of_birth='Königshütte, Upper Silesia, Germany [now Chorzów, Slaskie, Poland]', date_first_appearance='1930-12-15')]"
6189,1976,204514.0,"Mohammad, Messenger of God","['Kuwait', 'Libya', 'Lebanon', 'United Kingdom', 'Morocco']",5000000.0,"['World cinema', 'Costume drama', 'Epic', 'Period piece', 'Drama', 'War film', 'Action', 'Political drama']",
6190,1957,37373.0,Island in the Sun,['United States of America'],5000000.0,"['Crime Fiction', 'Drama', 'Political drama', 'Film adaptation']","[Composer(id=12241, name='Malcolm Arnold', birthday='1921-10-21', gender=2, homepage=None, place_of_birth='Northampton, Northamptonshire, England, UK', date_first_appearance='1948-01-01')]"
6191,2011,83318.0,I am Singh,['India'],5000000.0,"['Crime Fiction', 'Action', 'Drama']",
6192,1959,11571.0,Journey to the Center of the Earth,['United States of America'],5000000.0,"['Science Fiction', 'Family Film', 'Fantasy', 'Adventure', 'Steampunk']","[Composer(id=1045, name='Bernard Herrmann', birthday='1911-06-29', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1941-04-17')]"
6193,1954,13457.0,Magnificent Obsession,['United States of America'],5000000.0,"['Romantic drama', 'Romance Film', 'Drama']","[Composer(id=30104, name='Frank Skinner', birthday='1897-12-31', gender=2, homepage=None, place_of_birth='Meredosia, Illinois, USA', date_first_appearance='1938-06-03')]"
6194,1984,44772.0,No Small Affair,['United States of America'],4994094.0,"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy', 'Teen']","[Composer(id=12068, name='Rupert Holmes', birthday='1947-02-24', gender=0, homepage=None, place_of_birth='Cheshire, England, UK', date_first_appearance='1971-10-01')]"
6195,1986,31909.0,Invaders from Mars,['United States of America'],4984663.0,"['Science Fiction', 'Horror']","[Composer(id=19155, name='Christopher Young', birthday='1957-04-28', gender=2, homepage=None, place_of_birth='Redbank, New Jersey, USA', date_first_appearance='1982-04-02')]"
6196,2009,37080.0,Mother and Child,"['United States of America', 'Spain']",4980736.0,"['Romantic drama', 'Romance Film', 'Drama']",
6197,2010,52161.0,Kutsal Damacana 2: İtmen,[],4974673.0,"['Comedy film', 'Action', 'Horror']",
6198,1992,27381.0,Innocent Blood,['United States of America'],4972818.0,"['Thriller', 'Horror', 'Gangster Film', 'Action/Adventure', 'Comedy', 'Black comedy', 'Action', 'Horror Comedy']","[Composer(id=12939, name='Ira Newborn', birthday='1949-12-26', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1984-05-04')]"
6199,1982,19415.0,Summer Lovers,['United States of America'],4968000.0,"['Romantic comedy', 'Indie', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']","[Composer(id=7728, name='Basil Poledouris', birthday='1945-08-21', gender=2, homepage=None, place_of_birth='Kansas City, Missouri, USA', date_first_appearance='1971-09-21')]"
6200,1999,2290.0,Jakob the Liar,"['United States of America', 'France', 'Hungary']",4956401.0,"['Drama', 'Tragicomedy', 'Period piece', 'Comedy-drama', 'War film']","[Composer(id=1999, name='Ed Shearmur', birthday='1966-02-28', gender=2, homepage=None, place_of_birth='London, England', date_first_appearance='1995-01-13')]"
6201,1986,34223.0,Vamp,['United States of America'],4941117.0,"['Albino bias', 'Black comedy', 'Horror', 'Comedy', 'Horror Comedy']","[Composer(id=66992, name='Jonathan Elias', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='1984-03-09')]"
6202,1996,61752.0,Girl 6,['United States of America'],4939939.0,"['Workplace Comedy', 'Comedy-drama', 'Indie', 'Comedy']",
6203,2003,31246.0,From Justin to Kelly,['United States of America'],4928883.0,"['Romantic comedy', 'Musical', 'Comedy', 'Beach Film', 'Romance Film', 'Teen']",
6204,2004,24223.0,Brides,['Greece'],4928000.0,"['Romantic drama', 'Romance Film', 'Drama', 'World cinema']",
6205,2008,12621.0,Hamlet 2,['United States of America'],4925288.0,"['Parody', 'Musical', 'Musical comedy', 'Comedy', 'Indie']","[Composer(id=73137, name='Ralph Sall', birthday=None, gender=2, homepage='http://www.ralphsall.com/', place_of_birth=None, date_first_appearance='2002-05-10')]"
6206,2011,59447.0,The Dragon Pearl,['Australia'],4919550.0,"['Buddy film', 'Adventure', 'Mystery', 'Martial Arts Film', 'Fantasy', 'Family Film']",
6207,2008,8899.0,The Silence of Lorna,"['France', 'Belgium', 'Italy', 'United Kingdom', 'Germany']",4916592.0,"['Drama', 'Art film', 'World cinema']",
6208,1993,23470.0,Surf Ninjas,['United States of America'],4916135.0,"[""Children's/Family"", 'Action Comedy', 'Action/Adventure', 'Martial Arts Film', 'Comedy', 'Family Film', 'Action']","[Composer(id=25143, name='David Kitay', birthday='1961-10-23', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1986-09-01')]"
6209,2007,14456.0,Shrooms,"['Ireland', 'Denmark', 'United Kingdom']",4910682.0,"['Cult', 'Horror', 'Indie', 'Slasher']",
6210,1960,966.0,The Magnificent Seven,['United States of America'],4905000.0,"['Action/Adventure', 'Western', 'Drama']","[Composer(id=7182, name='Elmer Bernstein', birthday='1922-04-04', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1952-08-07')]"
6211,2000,40096.0,O Auto da Compadecida,['Portugal'],4903192.0,"['Comedy film', 'Adventure']",
6212,2006,10111.0,Confetti,['United Kingdom'],4903131.0,"['Romantic comedy', 'Parody', 'Mockumentary', 'Comedy', 'Music', 'Romance Film']","[Composer(id=62954, name='Paul Englishby', birthday=None, gender=2, homepage='https://www.englishby.com/', place_of_birth=None, date_first_appearance='2002-05-18'), Composer(id=63598, name='Billy Alessi', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2006-05-05')]"
6213,1985,47296.0,Rainbow Brite and the Star Stealer,"['United States of America', 'Japan']",4900000.0,"['Science Fiction', 'Japanese Movies', ""Children's/Family"", 'Animation', ""Children's"", 'Fantasy', ""Children's Fantasy"", 'Family Film']","[Composer(id=50099, name='Shuki Levy', birthday='1947-06-03', gender=2, homepage=None, place_of_birth='Tel Aviv, Israel', date_first_appearance='1981-12-11'), Composer(id=56899, name='Haim Saban', birthday='1944-10-15', gender=2, homepage='http://saban.com', place_of_birth=None, date_first_appearance='1983-09-30')]"
6214,1919,70801.0,Daddy-Long-Legs,['United States of America'],4900000.0,"['Silent film', 'Indie', 'Comedy-drama', 'Black-and-white', 'Drama', 'Comedy', 'Film adaptation']",
6215,2012,100681.0,Shanghai,['India'],4900000.0,"['Thriller', 'Crime Fiction']","[Composer(id=53977, name='Vishal Dadlani', birthday='1973-06-28', gender=2, homepage=None, place_of_birth='Mumbai, Maharashtra, India', date_first_appearance='2003-06-20'), Composer(id=95511, name='Shekhar Ravjiani', birthday='1976-11-29', gender=2, homepage=None, place_of_birth='Kutch, Gujarat, India', date_first_appearance='2003-06-20')]"
6216,1946,910.0,The Big Sleep,['United States of America'],4900000.0,"['Crime Fiction', 'Mystery', 'Thriller', 'Film noir']","[Composer(id=3249, name='Max Steiner', birthday='1888-05-10', gender=2, homepage=None, place_of_birth='Vienna, Austria-Hungary [now Austria]', date_first_appearance='1929-09-14')]"
6217,1957,37124.0,Will Success Spoil Rock Hunter?,['United States of America'],4900000.0,"['Romantic comedy', 'Parody', 'Media Satire', 'Workplace Comedy', 'Comedy', 'Romance Film']","[Composer(id=14647, name='Cyril J. Mockridge', birthday='1896-08-06', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1935-12-27')]"
6218,2000,60579.0,Hey Ram,['India'],4900000.0,"['Historical fiction', 'Drama', 'World cinema', 'Bollywood']","[Composer(id=76888, name='Ilaiyaraaja', birthday='1943-06-03', gender=2, homepage='http://www.ilaiyaraajalive.com/', place_of_birth='Theni, Tamil Nadu, India', date_first_appearance='1976-05-14')]"
6219,1952,111043.0,Springfield Rifle,['United States of America'],4900000.0,"['Action/Adventure', 'Western', 'Action']","[Composer(id=3249, name='Max Steiner', birthday='1888-05-10', gender=2, homepage=None, place_of_birth='Vienna, Austria-Hungary [now Austria]', date_first_appearance='1929-09-14')]"
6220,2012,82679.0,Fun Size,['United States of America'],4891866.0,['Comedy film'],
